this, 0.53074, 0.40117, -0.40785, 0.15444, 0.47782, 0.20754, -0.26951, -0.34023, -0.10879, 0.10563, -0.10289, 0.10849, -0.49681, -0.25128, 0.84025, 0.38949, 0.32284, -0.22797, -0.44342, -0.31649, -0.12406, -0.2817, 0.19467, 0.055513, 0.56705, -1.7419, -0.91145, 0.27036, 0.41927, 0.020279, 4.0405, -0.24943, -0.20416, -0.62762, -0.054783, -0.26883, 0.18444, 0.18204, -0.23536, -0.16155, -0.27655, 0.035506, -0.38211, -7.5134E-4, -0.24822, 0.28164, 0.12819, 0.28762, 0.1444, 0.0, 
he, -0.20092, -0.060271, -0.61766, -0.8444, 0.5781, 0.14671, -0.86098, 0.6705, -0.86556, -0.18234, 0.15856, 0.45814, -1.0163, -0.35874, 0.73869, -0.24048, -0.33893, 0.25742, -0.78192, 0.083528, 0.1775, 0.91773, 0.64531, -0.19896, 0.37416, -2.7525, -0.091586, 0.040349, -0.064792, -0.31466, 3.3944, 0.044941, -0.55038, -0.65334, 0.10436, 0.016394, 0.24388, 1.0085, 0.31412, -0.33806, -0.16925, 0.10228, -0.62143, 0.19829, -0.36147, -0.24769, -0.38989, -0.33317, -0.041659, 0.0, 
her, 0.13403, 0.89178, -0.76761, -0.64184, 0.86204, 1.3122, -0.64018, 0.82067, 0.32783, 0.021457, -0.095194, 0.40825, -0.63602, -0.018275, 0.69708, -0.29531, -1.1912, -0.23897, 0.34341, -0.33196, 0.23702, 1.8364, 0.12295, -0.18624, 0.86503, -2.636, -0.7791, 0.203, 0.18985, -0.79897, 2.9882, 0.44336, -0.28367, -0.19588, 0.061875, 0.38558, -0.027622, 0.71847, 0.17156, -1.2168, 0.081636, 0.17293, -0.31718, -0.37039, 0.18977, -0.89175, 0.18492, -1.6251, 0.039134, 0.0, 
that, 0.88387, -0.14199, 0.13566, 0.098682, 0.51218, 0.49138, -0.47155, -0.30742, 0.01963, 0.12686, 0.073524, 0.35836, -0.60874, -0.18676, 0.78935, 0.54534, 0.1106, -0.2923, 0.059041, -0.69551, -0.18804, 0.19455, 0.32269, -0.49981, 0.306, -2.3902, -0.60749, 0.37107, 0.078912, -0.23896, 3.839, -0.20355, -0.35613, -0.69185, -0.17497, -0.35323, 0.10598, -0.039303, 0.015701, 0.038279, -0.35283, 0.44882, -0.16534, 0.31579, 0.14963, -0.071277, -0.53506, 0.52711, -0.20148, 0.0, 
right, -0.31905, -0.09507, -0.049458, -0.45461, 0.81447, 0.5573, -0.37148, 0.22142, -0.18506, -0.058731, 0.19556, 0.25934, -0.92544, 0.60346, -0.11877, 0.33422, 0.5861, -0.93036, 0.057848, -0.3782, -1.1279, 0.11801, -0.26057, 0.043562, 0.25741, -2.2502, 0.14761, 0.43313, 0.6941, -0.94411, 3.5944, 0.47921, -0.61145, 0.16474, -0.68397, -0.091051, 0.39399, 0.1769, 0.33553, -0.13054, 0.12659, 0.26288, -0.47432, 0.79129, -0.75714, -0.117, -0.093022, -0.23004, 0.081364, 0.0, 
on, 0.30045, 0.25006, -0.16692, 0.1923, 0.026921, -0.079486, -0.91383, -0.1974, -0.053413, -0.40846, -0.26844, -0.28212, -0.5, 0.1221, 0.3903, 0.17797, -0.4429, -0.40478, -0.9505, -0.16897, 0.77793, 0.33525, 0.3346, -0.1754, -0.12017, -1.7861, 0.29241, 0.55933, 0.029982, -0.32417, 3.9297, 0.1088, -0.57335, -0.17842, 0.0041748, -0.16309, 0.45077, -0.16123, -0.17311, -0.087889, -0.089032, 0.062001, -0.19946, -0.38863, -0.18232, 0.060751, 0.098603, -0.07131, 0.23052, 0.0, 
my, -0.27279, 0.77515, -0.10181, -0.9166, 0.90477, -0.070501, -0.47569, 0.44608, 0.1697, 0.072352, -0.16306, 0.86852, -0.76634, -0.016103, 0.78492, 0.2952, -0.74859, 0.2099, 0.65537, -0.62334, -0.43711, 1.1854, 0.47519, 0.0093866, 1.1377, -2.4394, -1.5619, 0.49001, 1.0985, -0.97371, 3.4628, 1.0408, -0.65138, 0.57189, -0.12523, 0.26705, 0.16373, 0.41105, 0.7509, -0.77923, 0.03638, -0.28609, -0.72365, 0.63511, 0.089441, -0.30133, 0.36518, -0.73367, 0.040383, 0.0, 
old, -0.48533, 0.98378, -0.29031, -0.33076, 0.7467, 0.59922, -1.4261, 0.084897, -0.25334, -0.10804, -0.073621, -0.24042, -0.60009, 0.27719, 0.61283, 0.077262, -0.47997, 0.50699, 0.1302, 0.66519, -0.84582, 0.94113, -1.0953, 0.40358, 0.16514, -2.5206, -0.16821, 0.20541, 0.20474, 0.07438, 2.7209, -0.70897, -0.049539, 0.96305, 0.72107, 0.55294, -0.13857, 0.59796, 0.58361, -0.42162, -0.21735, 0.36125, 0.18277, 0.33058, 0.58751, 0.1003, -0.16219, -0.95943, 0.03837, 0.0, 
first, -0.14168, 0.41108, -0.31227, 0.16633, 0.26124, 0.45708, -1.2001, 0.014923, -0.22779, -0.16937, 0.34633, -0.12419, -0.65711, 0.29226, 0.62407, -0.57916, -0.33947, -0.22046, -1.4832, 0.28958, 0.081396, -0.21696, 0.0056613, -0.054199, 0.098504, -1.5874, -0.22867, -0.62957, -0.39542, -0.080841, 3.5949, -0.16872, -0.39024, 0.026912, 0.52646, -0.022844, 0.63289, 0.62702, -0.22171, -0.45045, -0.14998, -0.27723, -0.46658, -0.44268, -0.43691, 0.38455, 0.1369, -0.25424, 0.017821, 0.0, 
long, 0.46955, 0.82963, -0.13828, -0.45398, -0.075682, 0.45397, -0.37753, -0.31824, 0.04492, -0.23272, -0.65296, 0.0076419, -0.52617, 0.29746, 0.23553, 0.19954, 0.17268, -0.027087, -0.30702, -0.27463, -0.50451, 0.06611, 0.048848, -0.3727, 0.28044, -2.012, 0.32445, 0.696, 0.33016, 0.052136, 3.7978, 0.016551, -0.029049, 0.40461, -0.067641, -0.3214, -0.42906, 0.34667, -0.40094, -0.26477, -0.54929, 0.20108, 0.12476, 0.53417, -0.10315, -0.57693, 0.26055, -0.3884, -0.81348, 0.0, 
single, -0.22134, 0.49323, 0.53095, 0.034966, 0.84472, 1.243, -0.65654, 0.1101, 0.57588, 0.51051, 0.42149, -0.11424, -0.32944, 1.2483, 0.21969, -0.78259, 0.011031, -0.25458, -0.26874, -0.40993, -0.28695, -0.74664, 0.086946, 0.47804, -0.13756, -1.0215, -0.58399, 0.052754, 0.63793, -0.53228, 3.6309, -0.6695, 0.10321, 0.6221, 0.33825, -0.19048, 1.2381, -0.18893, -0.32235, -0.36509, -0.041479, -0.60827, -0.59985, -0.25661, -0.59776, -0.37118, -0.059661, -0.66769, 0.097989, 0.0, 
second, -0.29809, 0.28069, 0.087102, 0.54455, 0.70003, 0.44778, -0.72565, 0.62309, 6.8863E-4, -0.021056, 0.25279, -0.55761, -1.0997, 0.039402, 0.52667, -0.63019, -0.18665, -0.79278, -1.5962, 0.25619, -0.19394, -0.43099, -0.17204, -0.1613, 0.15095, -1.6053, 0.15869, -0.44338, -0.13576, -0.04376, 3.4702, 0.1412, -0.11392, 0.54512, 0.45893, -0.18561, 0.56094, 0.87956, 5.1749E-4, -0.57134, -0.11777, -0.13594, -0.38943, -0.79267, -0.57329, 0.38209, 0.45584, -0.48396, 0.34966, 0.0, 
just, 0.17698, 0.065221, 0.28548, -0.4243, 0.7499, -0.14892, -0.66786, 0.11788, -0.45411, 0.1854, -0.65107, -0.43436, -0.601, -0.11323, 0.85217, 0.25333, 0.31332, 0.059113, -0.88746, -0.46554, -0.30104, 0.70689, 0.4508, 0.14714, 0.68951, -1.849, -0.23012, 0.67376, 1.0314, -0.82298, 3.6701, 0.62587, -0.17666, 0.22468, -0.029079, -0.25751, 0.12939, 0.44485, 0.52806, -0.35906, -0.27806, 0.20667, 0.076161, 0.32197, -0.40589, 0.23199, 0.20909, -0.29776, 0.11035, 0.0, 
for, 0.15272, 0.36181, -0.22168, 0.066051, 0.13029, 0.37075, -0.75874, -0.44722, 0.22563, 0.10208, 0.054225, 0.13494, -0.43052, -0.2134, 0.56139, -0.21445, 0.077974, 0.10137, -0.51306, -0.40295, 0.40639, 0.23309, 0.20696, -0.12668, -0.50634, -1.7131, 0.077183, -0.39138, -0.10594, -0.23743, 3.9552, 0.66596, -0.61841, -0.3268, 0.37021, 0.25764, 0.38977, 0.27121, 0.043024, -0.34322, 0.020339, 0.2142, 0.044097, 0.14003, -0.20079, 0.074794, -0.36076, 0.43382, -0.084617, 0.0, 
into, 0.66749, -0.41321, 0.065755, -0.46653, 2.7619E-4, 0.18348, -0.65269, 0.093383, -0.0086802, -0.18874, -0.0063057, 0.044894, -0.66801, 0.48506, -0.1185, 0.19968, 0.1818, 0.033144, -0.59108, -0.21829, 0.41438, 0.05674, 0.42155, 0.27798, -0.11322, -1.9227, 0.035513, 0.61928, 0.62206, -0.63987, 3.9115, -0.021078, -0.24685, -0.13922, -0.22545, 0.59131, -0.7322, 0.1162, 0.4155, -0.15188, -0.14933, 0.040739, -0.10415, 0.23733, -0.438, 0.06059, 0.55073, -0.96571, -0.26875, 0.0, 
any, 0.51292, 0.09032, 0.023552, 0.21438, 0.70226, 0.5623, 0.11839, 0.25641, -0.039706, 0.095389, -0.015477, 0.37808, -0.1616, -0.18322, 0.80726, 0.521, 0.40167, -0.51684, -0.056347, -0.95212, 0.042801, -0.082442, 0.23867, -0.10777, 0.12598, -2.033, -0.48642, -0.018917, 1.0034, -0.16553, 3.8562, 0.10825, -0.81231, -0.82064, 0.098151, -0.025282, 0.27985, -0.28044, -0.40594, -0.14185, 0.0028418, -0.046259, 0.093178, 0.9383, -0.039413, -0.35659, -0.33987, 1.1585, 0.29796, 0.0, 
no, 0.34957, 0.40147, -0.012561, 0.13743, 0.4008, 0.46682, -0.09743, -0.0024548, -0.33564, -0.004639, -0.059101, 0.27532, -0.3974, -0.29267, 0.97442, 0.4188, 0.18395, -0.20602, -0.061437, -0.61576, -0.53471, 0.41536, 0.34851, -0.31878, 0.27404, -1.832, -0.82363, 0.48816, 1.1372, -0.38025, 3.8114, 0.2551, -0.70637, -0.2582, 0.040929, -0.097378, 0.79571, -0.49484, 0.1087, 0.14838, -0.1839, 0.13312, 0.21469, 0.53932, -0.19338, -0.42216, -0.61411, 0.70374, 0.57591, 0.0, 
but, 0.35934, -0.2657, -0.046477, -0.2496, 0.54676, 0.25924, -0.64458, 0.1736, -0.53056, 0.13942, 0.062324, 0.18459, -0.75495, -0.19569, 0.70799, 0.44759, 0.27031, -0.32885, -0.38891, -0.61606, -0.484, 0.41703, 0.34794, -0.19706, 0.40734, -2.1488, -0.24284, 0.33809, 0.43993, -0.21616, 3.7635, 0.19002, -0.12503, -0.38228, 0.12944, -0.18272, 0.076803, 0.51579, 0.0072516, -0.29192, -0.27523, 0.40593, -0.040394, 0.28353, -0.024724, 0.10563, -0.32879, 0.10673, -0.11503, 0.0, 
off, 0.45341, -0.71044, 0.25826, -0.015757, 0.14649, 0.031418, -1.0812, 0.31886, 0.055295, -0.12677, -0.45668, 0.030006, -0.81975, 0.55073, 0.15524, -0.018467, 0.074422, -0.56719, -1.5538, -0.60283, 0.16099, 0.45487, 0.17386, -0.24204, 0.38416, -1.9726, 1.013, 0.80808, 0.88332, -0.9352, 3.5564, 0.5633, 0.036648, 0.94056, 0.045721, 0.013343, -0.27625, 0.14873, 0.37149, -0.15766, -0.33456, 0.71518, 0.24446, 0.087958, -0.11456, 0.13934, 0.33379, -0.84455, 0.24269, 0.0, 
small, 1.1419, 0.21621, 0.05988, -0.22087, 0.721, 0.55394, -0.85043, -0.27485, 0.0788, -0.54447, -0.16458, -0.39355, 0.94567, 0.3132, -0.57388, 0.006172, 0.51563, 0.59235, -0.5439, -1.1097, 0.13733, -0.66901, -0.16584, 0.44869, -0.42889, -1.1225, -0.43607, 0.55676, 0.39962, -0.25964, 3.8543, -0.33091, 0.38144, 0.059943, 0.19653, 0.50617, -0.41123, 0.16168, 0.1503, -0.061063, -0.0063997, 0.1881, -0.037663, 0.29605, 0.46124, 0.0066039, -0.30738, -0.64137, -0.058311, 0.0, 
