a, 0.21705, 0.46515, -0.46757, 0.10082, 1.0135, 0.74845, -0.53104, -0.26256, 0.16812, 0.13182, -0.24909, -0.44185, -0.21739, 0.51004, 0.13448, -0.43141, -0.03123, 0.20674, -0.78138, -0.20148, -0.097401, 0.16088, -0.61836, -0.18504, -0.12461, -2.2526, -0.22321, 0.5043, 0.32257, 0.15313, 3.9636, -0.71365, -0.67012, 0.28388, 0.21738, 0.14433, 0.25926, 0.23434, 0.4274, -0.44451, 0.13813, 0.36973, -0.64289, 0.024142, -0.039315, -0.26037, 0.12017, -0.043782, 0.41013, 0.0, 
is, 0.6185, 0.64254, -0.46552, 0.3757, 0.74838, 0.53739, 0.0022239, -0.60577, 0.26408, 0.11703, 0.43722, 0.20092, -0.057859, -0.34589, 0.21664, 0.58573, 0.53919, 0.6949, -0.15618, 0.05583, -0.60515, -0.28997, -0.025594, 0.55593, 0.25356, -1.9612, -0.51381, 0.69096, 0.066246, -0.054224, 3.7871, -0.77403, -0.12689, -0.51465, 0.066705, -0.32933, 0.13483, 0.19049, 0.13812, -0.21503, -0.016573, 0.312, -0.33189, -0.026001, -0.38203, 0.19403, -0.12466, -0.27557, 0.30899, 0.0, 
another, 0.50759, 0.26321, 0.19638, 0.18407, 0.90792, 0.45267, -0.54491, 0.41816, 0.039569, 0.061854, -0.24574, -0.38502, -0.39649, 0.32165, 0.59611, -0.3997, -0.015734, 0.074218, -0.83148, -0.019284, -0.21331, 0.12873, -0.2541, 0.079348, 0.12588, -2.1294, -0.29092, 0.044597, 0.27354, -0.037492, 3.458, -0.34642, -0.32803, 0.17566, 0.22467, 0.08987, 0.24528, 0.070129, 0.2165, -0.44313, 0.02516, 0.40817, -0.33533, 0.0067758, 0.11499, -0.15701, -0.085219, 0.018568, 0.26125, 0.0, 
his, -0.033537, 0.47537, -0.68746, -0.72661, 0.84028, 0.64304, -0.75975, 0.63242, -0.54176, 0.11632, -0.20254, 0.63321, -1.2677, -0.17674, 0.35284, -0.55096, -0.65025, -0.3405, -0.31658, -0.077908, -0.11085, 0.97299, -0.016844, -0.73752, 0.47852, -2.7069, -0.42417, -0.053489, 0.018467, -0.11892, 3.3082, 0.17864, -0.50702, -0.22894, 0.24178, 0.5698, 0.097113, 0.95422, 0.0076093, -0.54154, 0.09828, 0.41533, -1.116, 0.0050954, -0.14975, -0.45133, -0.081188, -0.62173, -0.022628, 0.0, 
that, 0.88387, -0.14199, 0.13566, 0.098682, 0.51218, 0.49138, -0.47155, -0.30742, 0.01963, 0.12686, 0.073524, 0.35836, -0.60874, -0.18676, 0.78935, 0.54534, 0.1106, -0.2923, 0.059041, -0.69551, -0.18804, 0.19455, 0.32269, -0.49981, 0.306, -2.3902, -0.60749, 0.37107, 0.078912, -0.23896, 3.839, -0.20355, -0.35613, -0.69185, -0.17497, -0.35323, 0.10598, -0.039303, 0.015701, 0.038279, -0.35283, 0.44882, -0.16534, 0.31579, 0.14963, -0.071277, -0.53506, 0.52711, -0.20148, 0.0, 
song, -0.9166, 0.76511, -0.66093, -0.023052, -0.30395, 0.43062, -0.68179, 0.22567, -0.24149, 1.4429, 0.32787, 0.63891, -0.17775, 0.30394, 0.69253, -0.55565, 0.0094356, -0.38895, -0.097069, -0.11433, 0.046024, 0.43038, 1.1194, 0.50138, 1.3218, -0.62171, -1.7675, 0.10778, -0.28412, -1.1248, 3.2459, -0.91298, 0.35381, 0.75976, -0.081547, -0.43563, 1.1399, -0.73743, -0.87067, -0.58185, 0.11249, -0.19434, -1.174, -1.6072, 0.2563, -0.39698, 0.02561, -1.2757, -0.54513, 0.0, 
hey, -0.7001, 0.36781, 0.34424, -0.42318, -0.046018, -0.66072, -0.33993, 0.18271, -0.92863, 0.5684, -0.43819, 0.70827, -0.47459, -0.079269, 1.0187, 0.2213, 0.43073, 0.76719, 0.18774, -0.49214, -0.53063, 0.56379, 0.63571, 0.64622, 1.2649, -0.82901, -1.3903, 0.3749, 0.61316, -1.5994, 1.3005, 0.64347, -0.58004, 1.0372, -0.27156, -0.43382, 0.8554, -0.8967, 0.80176, -0.33333, -0.17654, -0.12277, -0.70508, -0.28412, 0.71149, -0.13487, 0.049514, -0.8134, 0.34293, 0.0, 
me, -0.14525, 0.31265, 0.15184, -0.63708, 0.63553, -0.50295, -0.23214, 0.52892, -0.58629, 0.53935, -0.3055, 1.0357, -0.77989, -0.19387, 1.2215, 0.24521, 0.26144, 0.22439, 0.15584, -0.79146, -0.65262, 1.3211, 0.76618, 0.38234, 1.4453, -2.2643, -1.1505, 0.50373, 1.2651, -1.5903, 3.0518, 0.84118, -0.69543, 0.29985, -0.49151, -0.22312, 0.59528, -0.076347, 0.52358, -0.50134, 0.22483, 0.01546, -0.088005, 0.21282, 0.28545, -0.15976, -0.16777, -0.50895, 0.14322, 0.0, 
mommy, -0.077655, 0.17244, 0.43832, -0.47459, -0.1591, 0.4288, 0.093393, -0.08723, -0.38737, -0.015244, -0.78621, 0.24916, -0.47085, -0.026077, 1.177, 0.029542, -0.54831, 0.88319, 1.6064, 0.059838, -0.20759, 0.32822, 0.29984, 1.2197, 1.4421, -0.81333, -1.7469, 0.23758, 0.75425, -1.3889, 0.28943, 0.92902, -0.53882, 1.2102, -1.1467, 0.13519, -0.16679, -0.86993, 0.6099, -0.45048, -0.4196, -0.5386, -1.0588, 0.41968, 0.90063, -0.69598, 0.55121, -0.93824, 0.38418, 0.0, 
kiss, -0.19951, 0.78923, -0.18974, -0.54568, 0.37382, 1.1741, -0.14031, 0.15499, -0.60457, 0.81536, -0.036863, 0.31275, 0.061309, 0.62125, 0.89821, -0.034447, -0.052187, 0.19287, -0.58236, -0.3349, 0.334, 0.97588, 0.5154, 0.25059, 1.019, -0.564, -0.41209, 0.48987, 0.61141, -1.1708, 1.3021, 0.5981, -0.75596, 0.85707, -0.86236, -0.10308, 0.85195, -1.1235, -0.14449, -0.71052, 0.52475, -0.19518, -0.91453, -0.68629, 0.52338, -0.43342, -0.15126, -1.1917, -0.2838, 0.0, 
